"Cliente.x","Rut","Folio","Emisión","Vencimiento","Neto","Impuestos","Total","Monto Pagado","Notas de credito","Notas de debito","Monto Por Pagar","Moneda","Tipo","Estado","Cesión de documento","Fecha de Cesión","Factoring","Compromiso de pago","Fecha proyectada de pago","Pago","Dias de vencida","Extrajudicial","XML","División","Orden de compra","Etiquetas","Nota","Glosa","Id Externo Cliente","Plazo de pago","FechaPago","Dias_Mora","Cliente.y","Giro","Comuna","Dirección","Ciudad","Unidad","Precio Base","CRUT","MRUT","PCRUT","PMRUT","CCRN","CMRN","PCCRN","PCMRN"
"EI",139,5352,2025-11-03,2025-12-01,530875,100866,631741,631741,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/12/2025","05/11/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Octubre 2025 _UF 13,405. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 530875 MontoItem: 530875",NA,30,2025-11-05,0,"EI","ACTIVIDADES DE AGENCIAS DE VIAJES Y OPER","LAS CONDES","ENCOMENDEROS 260, OFICINA 22","SANTIAGO","UF","13.3",5,81,0.1052,"0.15770000000000001",0,0,0,"0"
"EH",138,5351,2025-11-03,2025-12-01,75126,14274,89400,89400,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/12/2025","04/11/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Octubre 2025 _UF 1,897. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 75126 MontoItem: 75126",NA,30,2025-11-04,0,"EH","ACTIVIDADES DE CONSULTORIA DE GESTION","VITACURA","LAS HUALTATAS 10148","SANTIAGO","UF","1",10,0,0.0997,"0",10,0,0.012,"0"
"EG",137,5350,2025-11-03,2025-12-01,62968,11964,74932,74932,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/12/2025","04/11/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Octubre 2025 _UF 1,59. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 62968 MontoItem: 62968",NA,30,2025-11-04,0,"EG","ACTIVIDADES DE SERVICIOS DE APOYO A LAS","VALPARAISO","LA PAZ 554, QUILPUÉ","VALPARAISO","UF","1.59",10,5,0.0983,"0.1217",15,0,0.012,"0"
"EF",136,5349,2025-11-03,2025-12-01,428502,81415,509917,0,509917,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/12/2025","26/12/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Octubre 2025 _UF 10,82. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 428502 MontoItem: 428502",NA,30,2025-12-26,0,"EF","ACTIVIDADES DE AGENCIAS DE EMPLEO TEMPOR","ÑUÑOA","AV. IRARRAZAVAL 2401 OF 1321","SANTIAGO","UF","0.74",10,0,0.0743,"0",0,0,0,"0"
"EE",135,5348,2025-11-03,2025-12-01,90690,17231,107921,107921,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/12/2025","28/11/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Octubre 2025 _UF 2,29. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 90690 MontoItem: 90690",NA,30,2025-11-28,0,"EE","FABRICACION DE MOTORES, GENERADORES Y TR","ESTACIÓN CENTRAL","AVENIDA GLADYS MARÍN N°6030","SANTIAGO","UF","2.29",10,5,0.1425,"0.17249999999999999",0,0,0,"0"
"ED",134,5347,2025-11-03,2025-12-01,72869,13845,86714,86714,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/12/2025","09/01/2026",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Octubre 2025 _UF 1,84. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 72869 MontoItem: 72869",NA,30,2026-01-09,0,"ED","TRANSPORTE DE CARGA POR CARRETERA","VICHUQUEN","AVDA IGNACIO CARRERA PINTO N°1428 LLICO","VICHUQUEN","UF","1.84",51,0,0.036,"0",0,0,0,"0"
"EC",133,5346,2025-11-03,2025-12-01,76829,14598,91427,91427,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/12/2025","01/12/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Octubre 2025 _UF 1,94. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 76829 MontoItem: 76829",NA,30,2025-12-01,0,"EC","VENTA AL POR MAYOR DE PRODUCTOS DE CONFI","RENCA","EL VENTISQUERO 1204 BODEGA 86","SANTIAGO","UF","1.94",10,5,0.1111,"0.16669999999999999",0,0,0,"0"
"EB",132,5345,2025-11-03,2025-12-01,41187,7826,49013,49013,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/12/2025","09/12/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Octubre 2025 _UF 1,04. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 41187 MontoItem: 41187",NA,30,2025-12-09,0,"EB","TRANSPORTE DE CARGA POR CARRETERA","VIÑA DEL MAR","9 NORTE 761 OF. 401​","VIÑA DEL MAR","UF","1.04",10,5,0.0594,"8.9099999999999999E-2",15,0,0.0072,"0"
"EA",131,5344,2025-11-03,2025-12-01,20197,3837,24034,24034,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/12/2025","13/01/2026",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Octubre 2025 _UF 0,51. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 20197 MontoItem: 20197",NA,30,2026-01-13,0,"EA","CENTROS MEDICOS PRIVADOS (ESTABLECIMIENT","LAS CONDES","LO FONTECILLA 101, OF. 503","SANTIAGO","UF","0.51",10,0,0.0507,"0",0,0,0,"0"
"DZ",130,5343,2025-11-03,2025-12-01,56236,10685,66921,66921,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/12/2025","02/12/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Octubre 2025 _UF 1,42. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 56236 MontoItem: 56236",NA,30,2025-12-02,0,"DZ","FONDOS Y SOCIEDADES DE INVERSION Y ENTID","VITACURA","AVENIDA BICENTENARIO 3883","SANTIAGO","UF","1.42",5,5,0.1282,"0.1552",10,0,0.012,"0"
"DY",129,5341,2025-11-03,2025-12-01,56632,10760,67392,67392,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/12/2025","09/12/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Octubre 2025 _UF 1,43. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 56632 MontoItem: 56632",NA,30,2025-12-09,0,"DY","OTRAS ACTIVIDADES DE IMPRESION N.C.P.","QUILICURA","PARINACOTA 381","SANTIAGO","UF","1.43",10,0,0.1425,"0",0,0,0,"0"
"DX",128,5340,2025-11-03,2025-12-01,236033,44846,280879,280879,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/12/2025","01/12/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Octubre 2025 _UF 5,96. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 236033 MontoItem: 236033",NA,30,2025-12-01,0,"DX","LEASING FINANCIERO","LAS CONDES","BALMORAL 309, OFICINA 802","SANTIAGO","UF","5.96",51,0,0.1168,"0",0,0,0,"0"
"DW",127,5339,2025-11-03,2025-12-01,332742,63221,395963,395963,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/12/2025","10/11/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Octubre 2025 _UF 8,402. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 332742 MontoItem: 332742",NA,30,2025-11-10,0,"DW","TRANSPORTE URBANO Y SUBURBANO DE PASAJER","PROVIDENCIA","LA CONCEPCIÓN 191, PISO 4","SANTIAGO","UF","6.85",5,40,0.1282,"0.1552",0,0,0,"0"
"DV",126,5338,2025-11-03,2025-12-01,119204,22649,141853,141853,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/12/2025","05/11/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Octubre 2025 _UF 3,01. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 119204 MontoItem: 119204",NA,30,2025-11-05,0,"DV","OTRAS ACTIVIDADES DE SERVICIOS PERSONALE","LAS CONDES","AVENIDA APOQUINDO N° 3.600","SANTIAGO","UF","3,01",10,15,0.1057,"0,13",0,0,0,"0"
"DU",125,5337,2025-11-03,2025-12-01,90690,17231,107921,107921,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/12/2025","12/11/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Octubre 2025 _UF 2,29. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 90690 MontoItem: 90690",NA,30,2025-11-12,0,"DU","REPARACION DE OTRO TIPO DE MAQUINARIA Y","CALAMA","PUCON 2562","CALAMA","UF","2.29",10,5,0.1425,"0.17249999999999999",0,0,0,"0"
"DT",124,5336,2025-11-03,2025-12-01,105739,20090,125829,0,125829,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/12/2025","15/01/2026",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Octubre 2025 _UF 2,67. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 105739 MontoItem: 105739",NA,30,2026-01-15,0,"DT","VENTA AL POR MAYOR DE COMPUTADORES, EQUI","LAS CONDES","AV APOQUINDO 2930, OFICINA 201","SANTIAGO","UF","2.67",51,10,0.0418,"5.3400000000000003E-2",0,0,0,"0"
"DS",123,5335,2025-11-03,2025-12-01,112868,21445,134313,134313,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/12/2025","09/12/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Octubre 2025 _UF 2,85. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 112868 MontoItem: 112868",NA,30,2025-12-09,0,"DS","FABRICACION DE MAQUINARIA PARA LA EXPLOT","LA GRANJA","SANTA ANA 0425, LA GRANJA","SANTIAGO","UF","2.85",60,15,0.0345,"5.1799999999999999E-2",0,0,0,"0"
"DR",122,5334,2025-11-03,2025-12-01,480065,91212,571277,571277,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/12/2025","04/12/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Octubre 2025 _UF 12,122. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 480065 MontoItem: 480065",NA,30,2025-12-04,0,"DR","VENTA AL POR MENOR EN COMERCIOS DE ALIME","PUDAHUEL","CAMINO LO ECHEVER 550, BODEGA 47","SANTIAGO","UF","9.1199999999999992",75,51,0.0667,"8.0699999999999994E-2",0,0,0,"0"
"DQ",121,5333,2025-11-03,2025-12-01,397612,75546,473158,473158,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/12/2025","04/12/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Octubre 2025 _UF 10,04. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 397612 MontoItem: 397612",NA,30,2025-12-04,0,"DQ","CONSTRUCCION DE OTRAS OBRAS DE INGENIERI","LAS CONDES","ROSARIO NORTE #555","SANTIAGO","UF","6.83",40,10,0.1305,"0.1605",0,0,0,"0"
"DP",120,5332,2025-11-03,2025-12-01,359752,68353,428105,428105,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/12/2025","28/11/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Octubre 2025 _UF 9,084. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 359752 MontoItem: 359752",NA,30,2025-11-28,0,"DP","LEASING FINANCIERO","SAN FRANCISCO DE MOS","PANAMERICANA SUR KM 62,9 SAN FRANCISCO DE MOSTAZAL","SAN FRANCISCO DE MOSTAZAL","UF","4.9800000000000004",101,0,0.036,"0",201,0,0.0067,"0"
"DO",119,5331,2025-11-03,2025-12-01,82295,15636,97931,97931,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/12/2025","28/11/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Octubre 2025 _UF 2,078. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 82295 MontoItem: 82295",NA,30,2025-11-28,0,"DO","ACTIVIDADES DE CONSULTORIA DE GESTION","LAS CONDES","MONTES CLAROS 7525","SANTIAGO","UF","1.3",15,0,0.0864,"0",0,0,0,"0"
"DN",118,5330,2025-11-03,2025-12-01,90690,17231,107921,107921,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/12/2025","01/12/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Octubre 2025 _UF 2,29. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 90690 MontoItem: 90690",NA,30,2025-12-01,0,"DN","TRANSPORTE DE CARGA POR CARRETERA","ANTOFAGASTA","AV. BALMACEDA 2455 OF 601","ANTOFAGASTA","UF","2.29",10,5,0.1425,"0.17249999999999999",0,0,0,"0"
"DM",117,5329,2025-11-03,2025-12-01,77621,14748,92369,92369,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/12/2025","02/12/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Octubre 2025 _UF 1,96. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 77621 MontoItem: 77621",NA,30,2025-12-02,0,"DM","FABRICACION DE PRODUCTOS DE PLASTICO","COLINA","HERMANOS CARRERA PINTO N°164","COLINA","UF","1.96",10,5,0.1205,"0.15049999999999999",0,0,0,"0"
"DL",116,5328,2025-11-03,2025-12-01,766987,145728,912715,0,912715,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/12/2025","04/11/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Octubre 2025 _UF 19,367. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 766987 MontoItem: 766987",NA,30,2025-11-04,0,"DL","FABRICACION DE PINTURAS, BARNICES Y PROD","VIÑA DEL MAR","LIMACHE 4225","VIÑA DEL MAR","UF","2.92",51,0,0.0572,"0",0,0,0,"0"
"DK",115,5327,2025-11-03,2025-12-01,130689,24831,155520,155520,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/12/2025","27/11/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Octubre 2025 _UF 3,3. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 130689 MontoItem: 130689",NA,30,2025-11-27,0,"DK","OTRAS ACTIVIDADES DE TECNOLOGIA DE LA IN","LO BARNECHEA","AVENIDA RAÚL LABBE N° 13723, OFICINA N° 308","SANTIAGO","UF","3.3",5,15,0.1425,"0.17249999999999999",0,0,0,"0"
"DJ",114,5326,2025-11-03,2025-12-01,56117,10662,66779,66779,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/12/2025","12/11/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Octubre 2025 _UF 1,417. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 56117 MontoItem: 56117",NA,30,2025-11-12,0,"DJ","VENTA AL POR MAYOR NO ESPECIALIZADA","HUALPÉN","AV GRAN BRETAÑA 2910 NAVE 101","HUALPÉN","UF","1.417",5,5,0.1282,"0.1552",0,0,0,"0"
"DI",113,5325,2025-11-03,2025-12-01,708612,134636,843248,843248,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/12/2025","14/11/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Octubre 2025 _UF 17,893. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 708612 MontoItem: 708612",NA,30,2025-11-14,0,"DI","OTRAS ACTIVIDADES AUXILIARES DE LAS ACTI","LAS CONDES","EL BOSQUE CENTRAL 92 PISO 11","SANTIAGO","UF","17.149999999999999",501,20,0.0323,"4.8500000000000001E-2",0,0,0,"0"
"DH",112,5324,2025-11-03,2025-12-01,311317,59150,370467,370467,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/12/2025","10/12/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Octubre 2025 _UF 7,861. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 311317 MontoItem: 311317",NA,30,2025-12-10,0,"DH","ELABORACION DE COMIDAS Y PLATOS PREPARAD","QUILICURA","AV. EDUARDO FREI MONTALVA 7050, BODEGA 1","SANTIAGO","UF","4.2",5,120,0.0268,"3.39E-2",0,0,0,"0"
"DG",111,5323,2025-11-03,2025-12-01,75245,14297,89542,89542,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/12/2025","28/11/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Octubre 2025 _UF 1,9. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 75245 MontoItem: 75245",NA,30,2025-11-28,0,"DG","RADIOCOMUNICACIONES MÓVILES","CALAMA","AVDA. BALMACEDA 1750 OF. 504 TORRE COBRE","CALAMA","UF","1.9",10,5,0.1174,"7.22E-2",0,0,0,"0"
"DF",110,5322,2025-11-03,2025-12-01,194054,36870,230924,230924,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/12/2025","28/11/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Octubre 2025 _UF 4,9. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 194054 MontoItem: 194054",NA,30,2025-11-28,0,"DF","OTRAS ACTIVIDADES AUXILIARES DE LAS ACTI","LAS CONDES","EL GOLF 150 PISO 4","SANTIAGO","UF","4.9000000000000004",51,10,0.0775,"9.5100000000000004E-2",0,0,0,"0"
"DE",109,5321,2025-11-03,2025-12-01,118412,22498,140910,140910,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/12/2025","05/12/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Octubre 2025 _UF 2,99. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 118412 MontoItem: 118412",NA,30,2025-12-05,0,"DE","OTRAS ACTIVIDADES DE VENTA POR MENOR NO","CONCHALÍ","AVENIDA EDUARDO FREI M. 3525","SANTIAGO","UF","2.99",100,0,0.0299,"0",0,0,0,"0"
"DD",108,5320,2025-11-03,2025-12-01,130214,24741,154955,154955,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/12/2025","05/12/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Octubre 2025 _UF 3,288. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 130214 MontoItem: 130214",NA,30,2025-12-05,0,"DD","ACTIVIDADES DE CONSULTORIA DE INFORMATIC","PROVIDENCIA","SUECIA 211, OFICINA 801","SANTIAGO","UF","2.29",10,5,0.1425,"0.17249999999999999",0,0,0,"0"
"DC",107,5319,2025-11-03,2025-12-01,86730,16479,103209,103209,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/12/2025","18/11/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Octubre 2025 _UF 2,19. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 86730 MontoItem: 86730",NA,30,2025-11-18,0,"DC","FONDOS Y SOCIEDADES DE INVERSION Y ENTID","PROVIDENCIA","LAS URBINAS 53 OFICINA 82","SANTIAGO","UF","2.19",5,12,0.1121,"0.13569999999999999",0,0,0,"0"
"DB",106,5318,2025-11-03,2025-12-01,95284,18104,113388,113388,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/12/2025","04/12/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Octubre 2025 _UF 2,406. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 95284 MontoItem: 95284",NA,30,2025-12-04,0,"DB","VENTA AL POR MAYOR DE HUEVOS, LACTEOS, A","VITACURA","AV KENNEDY 5454 OF 702","SANTIAGO","UF","1.96",10,5,0.1212,"0.1487",0,0,0,"0"
"DA",105,5317,2025-11-03,2025-12-01,66533,12641,79174,79174,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/12/2025","20/11/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Octubre 2025 _UF 1,68. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 66533 MontoItem: 66533",NA,30,2025-11-20,0,"DA","VENTA AL POR MAYOR NO ESPECIALIZADA","SANTIAGO","ALDUNATE 1961","SANTIAGO","UF","1.68",10,5,0.096,"0.14399999999999999",0,0,0,"0"
"CZ",104,5316,2025-11-03,2025-12-01,346207,65779,411986,411986,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/12/2025","01/12/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Octubre 2025 _UF 8,742. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 346207 MontoItem: 346207",NA,30,2025-12-01,0,"CZ","VENTA AL POR MAYOR DE MATERIALES DE CONS","SANTIAGO","EJERCITO LIBERTADOR 740","SANTIAGO","UF","6.2",100,0,0.062,"0",0,0,0,"0"
"CY",103,5315,2025-11-03,2025-12-01,297219,56472,353691,353691,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/12/2025","05/12/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Octubre 2025 _UF 7,505. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 297219 MontoItem: 297219",NA,30,2025-12-05,0,"CY","OTRAS ACTIVIDADES DE TELECOMUNICACIONES","ÑUÑOA","AV. CONDELL 1536","SANTIAGO","UF","6.79",100,50,0.0386,"5.79E-2",0,0,0,"0"
"CX",102,5314,2025-11-03,2025-12-01,69820,13266,83086,0,0,0,83086,"CLP","Factura Afecta","Vencido",NA,NA,NA,NA,"25/12/2025",NA,50,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Octubre 2025 _UF 1,763. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 69820 MontoItem: 69820",NA,30,NA,60,"CX","FABRICACION DE JABONES Y DETERGENTES, PR","LAMPA","EL ROBLE 215","SANTIAGO","UF","0.78",10,5,0.0446,"6.6799999999999998E-2",0,0,0,"0"
"CW",101,5313,2025-11-03,2025-12-01,83562,15877,99439,99439,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/12/2025","05/12/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Octubre 2025 _UF 2,11. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 83562 MontoItem: 83562",NA,30,2025-12-05,0,"CW","EMPRESAS DE SERVICIOS DE INGENIERIA Y AC","LAS CONDES","LOS MILITARES 4611, OFICINA 61","SANTIAGO","UF","2.11",10,5,0.1305,"0.1605",0,0,0,"0"
